,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
3089,3333,3345,Artificial Intelligence/Machine Learning Engineer,Ezeiatech Systems Private Limited,'Gurgaon',0-5 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,0,5,2.5,2
3090,3334,3346,Computer Vision/Artificial Intelligence/Machine Learning Engineer,e-con Systems,'Chennai',0-1 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,0,1,0.5,2
3092,3336,3348,Associate Principal Engineer (Machine Learning),Nagarro,'Remote',9-12 ,"'python', 'machine learning', 'it skills'",-1.0,9,12,10.5,2
3095,3339,3351,Machine Learning Engineer,SPI technologies india private limited,"'Chennai', ' Bangalore', 'Delhi'",2-7 ,"'python', 'it skills', 'machine learning', 'data science'",-1.0,2,7,4.5,2
3107,3351,3363,Machine Learning Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', ' Pune', 'Hyderabad\n'",5-10 ,"'machine learning', 'python', 'it skills', 'artificial intelligence'",-1.0,5,10,7.5,2
3109,3353,3366,Data Science- Machine Learning Engineer,Jet2 Travel Technologies Pvt. Ltd.,'Pune',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,5,4.0,2
3118,3362,3375,Technology Services-Program Manager-Machine Learning,eClerx,'Mumbai',5-10 ,"'machine learning', 'python', 'it skills'",-1.0,5,10,7.5,2
3120,3364,3377,R&D Engineer - Image/Video Processing - Machine Learning Algorithms,CRUX Consulting Services,'Hosur',6-8 ,"'it skills', 'python', 'machine learning', 'python'",-1.0,6,8,7.0,2
3122,3366,3379,Senior Software Developer - NLP/ Machine Learning/ Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'it skills', 'java', 'python', 'machine learning', 'data science'",-1.0,5,8,6.5,2
3123,3367,3380,Data Engineer (Machine Learning) - ON Contract,Orcapod Consulting Services Private Limited,"'Hyderabad', ' Chennai', 'Bangalore'",8-10 ,"'it skills', 'python', 'machine learning'",-1.0,8,10,9.0,2
3125,3369,3382,Data Science Trainer | AI | Machine Learning | Python |,Careerera,'Noida',2-7 ,"'python', 'machine learning', 'it skills', 'data science'",-1.0,2,7,4.5,2
3128,3372,3385,Data Scientist - Machine Learning,TalPro,"'Gurgaon', 'Delhi'",3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'machine learning'",-1.0,3,6,4.5,2
3138,3385,3398,Senior Machine Learning Engineer,Arbolus Technologies,'Gurgaon',3-5 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,3,5,4.0,2
3141,3388,3401,Senior Software Developer - NLP/Machine Learning/Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,8,6.5,2
3145,3392,3405,Lead Data Scientist - Deep Learning/Machine Learning,Confidential,'Bangalore',2-7 ,"'it skills', 'python', 'machine learning', 'r', 'data scientist'",-1.0,2,7,4.5,2
3148,3395,3408,Machine Learning Data Science Practitioner,Accenture,'Mumbai',4-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,6,5.0,2
3155,3402,3415,Artificial Intelligence/Machine Learning Engineer - NLP/Python,Serving Skill,"'Noida', 'Bangalore'",2-5 ,"'machine learning', 'it skills', 'python'",-1.0,2,5,3.5,2
3164,3411,3424,Machine Learning / Devops (MLOPS) Engineer,TRH Consultancy Services,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Coimbatore', ' Bangalore', 'Delhi'",7-12 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,7,12,9.5,2
3171,3418,3431,Manager - Machine Learning Engineer ( Data Science ) ( Females only ),Pylon Management Consulting Pvt Ltd,'Remote',7-9 ,"'machine learning', 'python', 'it skills', 'java', 'data science'",-1.0,7,9,8.0,2
3174,3421,3434,"Sr. Analyst, Modeling (Machine Learning)",Risk Management Solutions (RMS),'Noida',1-4 ,"'python', 'machine learning', 'it skills', 'r'",-1.0,1,4,2.5,2
3177,3424,3437,Machine Learning Engineer - Data Science,Yo HR Consultancy,'Bangalore',3-5 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,3,5,4.0,2
3180,3427,3440,Data Scientist || Machine Learning Engineer || Deep Learning,Schlesinger Group,"'Noida', ' Gurgaon', 'Delhi'",3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'r'",-1.0,3,6,4.5,2
3185,3432,3445,"Cloud Engineer, Machine Learning and Big Data",Google,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,8,5.5,2
3194,3441,3454,NLP Engineer - Machine Learning/Named Entity Recognition,Wrackle Technologies Pvt Ltd,'Bangalore',4-9 ,"'python', 'machine learning', 'it skills'",-1.0,4,9,6.5,2
3204,3451,3464,Data Science/Analysis Expert - Machine Learning,Catalyst,'Bangalore',2-6 ,"'it skills', 'python', 'data science', 'machine learning', 'data scientist', 'artificial intelligence'",-1.0,2,6,4.0,2
3205,3453,3466,Urgent Opening For artificial Intelligence/Machine Learning,Orcapod Consulting Services Private Limited,"'Hyderabad', 'Bangalore'",4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,4,9,6.5,2
3214,3462,3475,Machine Learning Engineer- Bangalore,Shanvi Staffing And Training Services,"'Kolkata', ' Mumbai', ' New Delhi', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bangalore'",3-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,5,4.0,2
3216,3464,3477,Machine Learning Ops Engineer,BCFORWARD INDIA TECHNOLOGIES PRIVATE LIMITED,"'Hyderabad', 'Bangalore'",5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,5,10,7.5,2
3220,3468,3481,Speech Scientist - Artificial Intelligence/ Machine Learning,Career Maker,'Bangalore',3-8 ,"'artificial intelligence', 'machine learning', 'python', 'it skills', 'java', 'data science'",-1.0,3,8,5.5,2
3222,3470,3483,Openings For Machine Learning For Executive role,Accenture,"'Noida', ' Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bangalore'",12-16 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,12,16,14.0,2
3230,3478,3491,Machine Learning Developer,Damco,'Remote',4-6 ,"'it skills', 'python', 'data science'",-1.0,4,6,5.0,2
3233,3481,3494,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 10,Accenture,'Chennai',2-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,2,7,4.5,2
3236,3484,3497,Machine Learning Engineer,AERA SOFTWARE TECHNOLOGY PVT LTD,'Pune',3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data'",-1.0,3,7,5.0,2
3237,3485,3498,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'r', 'data scientist'",-1.0,1,4,2.5,2
3241,3490,3503,Principal Data Scientist - Machine Learning,Prime Infosoft,'Bangalore',4-9 ,"'machine learning', 'it skills', 'python', 'r'",-1.0,4,9,6.5,2
3244,3493,3506,Machine Learning Data Science Practitioner,Accenture,'Bangalore',12-15 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,2
3251,3500,3513,Lead Machine Learning Engineer - Python/Pandas,Job Fittment Finder,"'Pune', 'Delhi'",6-10 ,"'machine learning', 'python', 'it skills', 'data science'",-1.0,6,10,8.0,2
3255,3504,3517,General Analytics Engineer - Machine Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"'machine learning', 'python', 'sql', 'it skills', 'data science'",-1.0,2,7,4.5,2
3258,3507,3520,Applied Intelligence - Machine Learning - Female Only (8-10 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,'Gurgaon',9-12 ,"'python', 'data science', 'machine learning', 'it skills'",-1.0,9,12,10.5,2
3266,3516,3529,Microsoft Azure Machine Learning Technology Architect,Accenture,'Bangalore',6-8 ,"'it skills', 'python', 'machine learning'",-1.0,6,8,7.0,2
3267,3517,3530,Machine Learning Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', ' Pune', 'Hyderabad\n'",5-10 ,"'machine learning', 'python', 'it skills', 'artificial intelligence'",-1.0,5,10,7.5,2
3277,3527,3540,Senior Machine learning Engineer - Deep Learning Startup,Connexions,'Bangalore',3-7 ,"'java', 'python', 'it skills', 'data science', 'machine learning'",-1.0,3,7,5.0,2
3280,3530,3543,Data Scientist-Python Machine Learning,Jubna,"'Noida', 'NCR'",3-5 ,"'machine learning', 'it skills', 'python'",-1.0,3,5,4.0,2
3292,3543,3556,Machine Learning Engineer,SHAIP.AI DATA (INDIA) LLP,'Remote',5-10 ,"'python', 'machine learning', 'it skills'",-1.0,5,10,7.5,2
3300,3551,3564,Software Developer - NLP/Data Science/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',3-8 ,"'data science', 'machine learning', 'it skills', 'java', 'python'",-1.0,3,8,5.5,2
3306,3559,3572,Data Science Analyst - Machine/Deep Learning Algorithms,isparrow services Pvt ltd,"'Pune', ' Ahmedabad', 'Bangalore'",5-10 ,"'python', 'it skills', 'data science', 'artificial intelligence'",-1.0,5,10,7.5,2
3309,3562,3575,Machine Learning Engineer - Python,Catalyst,'Bangalore',2-7 ,"'python', 'data science', 'it skills', 'machine learning', 'data scientist'",-1.0,2,7,4.5,2
3312,3566,3579,Machine Learning Head - Algorithm/Numpy/Tensorflow,Job Fittment Finder,"'Pune', 'Delhi'",10-15 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,10,15,12.5,2
3315,3569,3582,Machine Learning Scientist - R/Python,Career Maker,'Bangalore',5-10 ,"'r', 'python', 'java', 'it skills', 'machine learning', 'data scientist'",1.0,5,10,7.5,2
3316,3570,3583,Artificial Intelligence Engineer/ Machine Learning,Krazy Mantra HR Solutions Pvt. Ltd,"'Hyderabad', ' Gurgaon', 'Bangalore'",10-20 ,"'machine learning', 'it skills', 'artificial intelligence', 'python'",-1.0,10,20,15.0,2
3317,3571,3584,Director - Analytics - Machine Learning - KPO - IIT/IIM/XLRI/MDI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-10 ,"'machine learning', 'it skills', 'python'",-1.0,7,10,8.5,2
3319,3573,3586,Director - Analytics - Machine Learning - KPO - IIT/IIM/XLRI/MDI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-10 ,"'it skills', 'python', 'machine learning'",-1.0,7,10,8.5,2
3320,3574,3587,Director - Analytics - Machine Learning - KPO - IIT/IIM/XLRI/MDI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-10 ,"'it skills', 'python', 'machine learning'",-1.0,7,10,8.5,2
3321,3575,3588,Machine Learning Head - Algorithm/ Numpy/ Tensorflow,Job Fittment Finder,"'Pune', 'Delhi'",10-15 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,10,15,12.5,2
3322,3576,3589,Lead Machine Learning,First Employer,"'Pune', ' pune', 'DelhiNCR'",5-8 ,"'python', 'it skills', 'machine learning'",-1.0,5,8,6.5,2
3328,3583,3596,Technology Analyst: Data Science | Machine Learning,Infosys,'Bangalore',3-8 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,3,8,5.5,2
3332,3589,3602,Software Engineer - Machine Learning,TRIUMPHHR CONSULTING SERVICES,'Chennai',0-1 ,"'machine learning', 'python', 'it skills'",-1.0,0,1,0.5,2
3334,3591,3604,"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",SECUREKLOUD TECHNOLOGIES LIMITED,'Chennai\n',3-8 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
3336,3593,3606,Machine Learning Engineer,FogHorn,'Pune',0-5 ,"'it skills', 'python', 'machine learning'",-1.0,0,5,2.5,2
3352,3610,3623,Senior/Lead Data Scientist - Machine Learning/Deep Learning,Squareroot Consulting Pvt Ltd,'Bangalore',1-5 ,"'machine learning', 'it skills', 'python', 'data science', 'data scientist', 'artificial intelligence'",-1.0,1,5,3.0,2
3355,3613,3626,Analytics Engineer - Machine Learning,Yogy HR Solutions,'Mumbai',2-6 ,"'it skills', 'machine learning', 'data science', 'python'",-1.0,2,6,4.0,2
3370,3628,3641,Data Engineer - Python/Machine Learning/AWS,Huquo Consulting Pvt. Ltd,'Gurgaon',6-11 ,"'machine learning', 'python', 'it skills'",-1.0,6,11,8.5,2
3379,3638,3651,Manager - Machine Learning - Ensemble Modeling/Classification,Catalyst,'Bangalore',7-12 ,"'it skills', 'java', 'python', 'machine learning', 'r', 'data scientist'",-1.0,7,12,9.5,2
3380,3639,3652,Machine Learning Expert - Python,Arck IT Services Pvt. Ltd,"'Mumbai', 'Pune'",4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,9,6.5,2
3385,3644,3657,Technical Architect- Python| Machine Learning| Artificial Intelligence,Optimize IT Systems Private Limited,'Remote',8-13 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
3386,3645,3658,Sr. Machine Learning Engineer,Galytix,'Gurgaon',3-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
3390,3649,3662,Software Developer - NLP/Python/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',3-8 ,"'it skills', 'python', 'machine learning'",-1.0,3,8,5.5,2
3391,3650,3663,Computer Vision (Image Processing + Machine Learning) Engineer,Kisan Network,'NewDelhi',1-5 ,"'it skills', 'python', 'machine learning'",-1.0,1,5,3.0,2
3398,3658,3671,Machine Learning Engineer,Greenlight Planet,'Gurgaon',1-4 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,1,4,2.5,2
3405,3665,3678,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"'sql', 'python', 'it skills', 'java', 'data science', 'machine learning'",-1.0,1,4,2.5,2
3415,3675,3688,Python Developer - Machine Learning/Data Mining,Huquo Consulting Pvt. Ltd,'Noida',3-6 ,"'machine learning', 'python', 'it skills', 'r'",-1.0,3,6,4.5,2
3433,3694,3707,Machine Learning - Data Scientist,BrickRed Systems,'India',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
3441,3702,3715,Data Analyst - R / Python/ Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,'Delhi',3-5 ,"'it skills', 'python', 'machine learning', 'r'",-1.0,3,5,4.0,2
3442,3703,3716,Data Analyst - R/ Python/ Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,'Delhi',3-5 ,"'r', 'machine learning', 'python', 'it skills'",1.0,3,5,4.0,2
3443,3704,3717,Machine Learning/Devops(MLOPS) Engineer,TRH Consultancy Services,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Coimbatore', ' Bangalore', 'DelhiNCR'",6-10 ,"'it skills', 'python', 'data science'",-1.0,6,10,8.0,2
3448,3709,3722,"Python, Machine Learning",Harita Techserv Limited,'Chennai',10-15 ,"'python', 'it skills', 'machine learning'",-1.0,10,15,12.5,2
3463,3724,3737,Machine Learning Engineer Niramai,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,'Bangalore',1-2 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,1,2,1.5,2
3464,3725,3738,Machine Learning Engineer,Quale infotech,'Remote',3-8 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
3468,3729,3742,Technical Project Lead (Machine Learning with Python),Sopra Steria,"'Noida', ' Chennai', 'Delhi'",8-12 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,12,10.0,2
3476,3737,3750,Senior Data Scientist - Machine Learning & Artificial Intelligence,Job Fittment Finder,'Pune',4-8 ,"'artificial intelligence', 'machine learning', 'data science', 'it skills', 'python'",-1.0,4,8,6.0,2
3479,3740,3753,Software Developer - NLP/Python/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',3-8 ,"'machine learning', 'python', 'it skills'",-1.0,3,8,5.5,2
3481,3742,3755,Machine Learning Engg From Tier1 College IIT/NIT 2-7Yrs Exp Pune Loc,SHRIKRISHNA LAXMAN POHNERKAR,'Pune',2-7 ,"'python', 'r', 'it skills', 'machine learning'",-1.0,2,7,4.5,2
3489,3752,3765,Machine Learning Engineer - Data Science,SP Staffing Services Private Limited,"'Pune', ' Chennai', 'Mumbai'",6-11 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,6,11,8.5,2
3491,3754,3767,Head of Data Science - Python/Machine Learning,Connexions,'Gurgaon',7-10 ,"'data science', 'machine learning', 'python', 'it skills', 'big data'",-1.0,7,10,8.5,2
3494,3757,3770,Machine Learning Data Science Practitioner,Accenture,'Pune',12-15 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,2
3501,3764,3777,Machine learning/Deep Learning Engineer_MNC Company Noida,Obox HR Solutions Private Limited,"'Noida', 'Faridabad'",4-7 ,"'it skills', 'python', 'machine learning', 'data science'",-1.0,4,7,5.5,2
3502,3765,3778,Machine Learning Architect @ Innova Solutions - Chennai / Pune,Innova Solutions Private Limited,"'Hyderabad', ' Pune', 'Chennai'",9-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,9,13,11.0,2
3510,3773,3786,Sr . Machine Learning Engineer,ATYETI,'Pune',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
3511,3774,3787,Senior Machine Learning Engineer,CVEDIA,'Remote',3-8 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,8,5.5,2
3515,3778,3791,Senior Machine Learning Engineer,Mad Street Den,'Chennai',3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,6,4.5,2
3520,3783,3796,Immediate opportunity For AI Machine Learning Developer,HTL Co India Pvt Ltd,'Bangalore',4-6 ,"'machine learning', 'python', 'it skills', 'artificial intelligence'",-1.0,4,6,5.0,2
3522,3785,3798,Research Scientist Engineer Machine Learning / NLP,Career Maker,'Bangalore',4-8 ,"'machine learning', 'it skills', 'python'",-1.0,4,8,6.0,2
3523,3786,3799,Machine Learning Ops Engineer - with Kimberly - Clark ( Product Based),Allegis Services India Pvt. Ltd.,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'big data'",-1.0,5,10,7.5,2
3528,3791,3804,Machine Learning Engineer (Software Engineer),Walmart,'Bangalore',3-6 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,6,4.5,2
3529,3793,3806,Oportun is looking For Machine Learning Engineer-Remote,Oportun,"'Hyderabad', ' Chennai', 'Bangalore'",5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
3535,3799,3812,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',6-8 ,"'it skills', 'python', 'machine learning'",-1.0,6,8,7.0,2
3540,3805,3818,Machine Learning engineer,Euprime,'Bengaluru',2-7 ,"'machine learning', 'python', 'it skills'",-1.0,2,7,4.5,2
3547,3812,3825,Computer Vision & Machine Learning Engineer,ACVISS TECHNOLOGIES PRIVATE LIMITED,'Bangalore',2-5 ,"'it skills', 'python', 'machine learning'",-1.0,2,5,3.5,2
3549,3814,3827,TA - Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"'Mumbai', ' Bangalore', 'Trivandrum'",2-5 ,"'it skills', 'python', 'machine learning'",-1.0,2,5,3.5,2
3552,3817,3830,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'it skills', 'python', 'machine learning'",-1.0,4,6,5.0,2
3553,3818,3831,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'python', 'it skills', 'machine learning'",-1.0,4,6,5.0,2
3554,3819,3832,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',8-10 ,"'it skills', 'python', 'machine learning'",-1.0,8,10,9.0,2
3555,3820,3833,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'python', 'it skills', 'machine learning'",-1.0,4,6,5.0,2
3556,3821,3834,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'python', 'it skills', 'machine learning'",-1.0,4,6,5.0,2
3557,3822,3835,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'it skills', 'python', 'machine learning'",-1.0,4,6,5.0,2
3558,3823,3836,Microsoft Azure Machine Learning Application Developer,Accenture,'Bangalore',6-8 ,"'it skills', 'python', 'machine learning'",-1.0,6,8,7.0,2
3559,3824,3837,Machine Learning Application Developer,Accenture,'Chennai',2-4 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence', 'computer science'",-1.0,2,4,3.0,2
3562,3827,3840,Machine Learning Application Developer,Accenture,'Mumbai',4-8 ,"'it skills', 'python', 'machine learning'",-1.0,4,8,6.0,2
3575,3840,3853,Machine Learning Engineer Experts,Sword Global (India) Pvt Ltd,'Chennai\n',3-8 ,"'machine learning', 'python', 'it skills', 'data science'",-1.0,3,8,5.5,2
3580,3845,3858,"Machine Learning Engineer - Pune, Ahmedabad or Work From Home",Radamatic Solutions Pvt Ltd,"'Pune', ' Ahmedabad', 'Remote'",6-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,6,8,7.0,2
3589,3854,3867,"Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,'Hyderabad',2-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,2,6,4.0,2
3604,3870,3883,"Senior Machine Learning Engineer - Deep Learning, Startup",Connexions,'Bangalore',3-7 ,"'machine learning', 'python', 'it skills', 'java', 'data science'",-1.0,3,7,5.0,2
3606,3873,3886,Lead Data Scientist - Python/Machine Learning,Megma Services,'Mumbai',4-9 ,"'machine learning', 'python', 'it skills', 'data science'",-1.0,4,9,6.5,2
3608,3875,3888,Data Scientist - Machine Learning and NLP with Python,OpsMx,"'Hyderabad', 'Bangalore'",3-6 ,"'machine learning', 'python', 'it skills'",-1.0,3,6,4.5,2
3611,3878,3891,Artificial Intelligence/ Machine Learning Engineer - R/Python,iMindYourBusiness,'Bangalore',3-6 ,"'r', 'it skills', 'python', 'machine learning', 'artificial intelligence'",1.0,3,6,4.5,2
3615,3883,3896,Software Engineer Artificial Intelligence Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,'Bangalore',10-16 ,"'machine learning', 'artificial intelligence', 'it skills', 'python'",-1.0,10,16,13.0,2
3616,3884,3897,Software Engineer Artificial Intelligence Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,'Bangalore',10-16 ,"'machine learning', 'artificial intelligence', 'it skills', 'python'",-1.0,10,16,13.0,2
3617,3885,3898,"Machine Learning Engineer, Bangalore 25-30 LPA",Talent Bee Consulting Pvt. Ltd,'Bangalore',4-9 ,"'it skills', 'python', 'machine learning'",-1.0,4,9,6.5,2
3635,3904,3917,Machine Learning,Diverse Lynx,'Bengaluru',2-7 ,"'it skills', 'python', 'machine learning', 'sql'",-1.0,2,7,4.5,2
3638,3907,3920,Machine Learning Expert,IDcentral,'Bengaluru',2-3 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,2,3,2.5,2
3650,3922,3935,Sr machine learning engineer,FACTSET SYSTEMS INDIA PVT LTD,'Hyderabad',3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,6,4.5,2
3653,3926,3939,Machine Learning (Vision) Developer,GREYCELL SOFTWARE PRIVATE LIMITED,'Ahmedabad',1-3 ,"'machine learning', 'it skills', 'python', 'data science', 'big data'",-1.0,1,3,2.0,2
3657,3931,3944,Data Analyst - Machine/ Deep Learning Algorithms,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",2-7 ,"'python', 'sql', 'it skills', 'data science', 'machine learning'",-1.0,2,7,4.5,2
3664,3938,3951,Machine Learning Engineer,Joveo,'Hyderabad',3-8 ,"'python', 'it skills', 'machine learning', 'computer science'",-1.0,3,8,5.5,2
3674,3948,3961,Machine Learning Application Developer,Inclusive growth Chain,'Hyderabad',1-6 ,"'machine learning', 'python', 'it skills', 'java', 'data science'",-1.0,1,6,3.5,2
3684,3958,3971,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 08,Accenture,'Kolkata',10-14 ,"'machine learning', 'it skills', 'java', 'python', 'data science'",-1.0,10,14,12.0,2
3691,3965,3978,Hiring Machine Learning Ops (MLOps) Engineer - Techwave,Techwave Consulting,'Hyderabad',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,3,5,4.0,2
3692,3966,3979,Python and Machine Learning Engineer,Trantor Software Private Limited,'Chandigarh',3-7 ,"'it skills', 'python', 'machine learning'",-1.0,3,7,5.0,2
3696,3970,3983,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,'Mohali',2-4 ,"'r', 'python', 'it skills', 'machine learning'",1.0,2,4,3.0,2
3697,3971,3984,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,'Panchkula',2-4 ,"'r', 'python', 'it skills', 'machine learning'",1.0,2,4,3.0,2
3698,3972,3985,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,'Chandigarh',2-4 ,"'python', 'r', 'it skills', 'machine learning'",-1.0,2,4,3.0,2
3699,3973,3986,"Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,'Hyderabad',2-6 ,"'python', 'it skills', 'computer science', 'machine learning'",-1.0,2,6,4.0,2
3702,3976,3989,Senior Manager Research Scientist - Machine Learning,Career Maker,'Bangalore',12-18 ,"'java', 'machine learning', 'it skills', 'python', 'r', 'data scientist'",-1.0,12,18,15.0,2
3708,3982,3995,Director - Analytics - Machine Learning - KPO - IIT/ IIM/ XLRI/ MDI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-10 ,"'it skills', 'python', 'machine learning'",-1.0,7,10,8.5,2
3711,3985,3998,AVP - Cognitive Technologies Architect - NLP/Machine/Deep Learning,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Bangalore'",10-12 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,10,12,11.0,2
3712,3986,3999,Lead Machine Learning,First Employer,"'Pune', 'Delhi'",5-8 ,"'machine learning', 'python', 'it skills'",-1.0,5,8,6.5,2
3714,3988,4001,Lead Machine Learning,First Employer,"'Pune', 'Delhi'",5-8 ,"'machine learning', 'sql', 'python', 'it skills', 'data science'",-1.0,5,8,6.5,2
3720,3994,4007,Computer Vision Engineer - Machine Learning,Altimax Business Solutions,'Chennai',2-7 ,"'machine learning', 'python', 'it skills'",-1.0,2,7,4.5,2
3728,4002,4015,Machine Learning,Diverse Lynx,'Bengaluru',2-5 ,"'it skills', 'python', 'machine learning'",-1.0,2,5,3.5,2
3729,4003,4016,Artificial Intelligence & Machine Learning,Well Point IT Solutions Pvt Ltd,'Hyderabad',4-6 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,4,6,5.0,2
